1021866373692248065,Went to see MamaMia2 &amp; it was so so good I laughed the entire way through Fab dancing and cast proper feel good…
1022830810129473537,There’s a shimmer in your eyes Like the feeling of a thousand butterflies MamaMia2
1022213985159004160, gxsanti: if you didn't fall for lily james then you're not human MamaMia2
1021867789806718981, Natasha_lobley: MamaMia2  was the best thing i’ve ever seen omg
1021889161882750976,MamaMia2 is amazing and lily James is amazing
1022665663687548928,cher I just saw MamaMia2 today and the only thing that movie needed was MORE cher
1022091034891702272,Just watched MamaMia so I could cope up with the Part 2 and damnson It was soooooo good I'm gonna have to watch…
1022488996843331586,I advice anyone who hasn't had the chance to watch Mama Mia: Here We Go Again to seriously make time to add it int…
1021907280520982528,MamaMia2 was amazing ✨
1022072271207378944,I think I love the I've been waiting for you lyrics from mamamia2 more than the original I'm just in love with the song
1020694063572574210,Just watched MamaMia2 earlier today - loved it- and did anyone else notice the lovely ABBA incidental music throug…
1022204922677420032,Best thing about the movie  MamaMia2 wow
1021891778214019078,CHER IS MY LOVE AND MY QUEEN MamaMia2
1021794948503547906,I fell in love with Lily James MamaMia2
1022729515863293957,I saw MamaMia2 two times and I absolutely love cher in it She killed her role and was stunning I would freak out if she noticed me
1022347597942382593,MamaMia2 was so GREAT it’ll hopefully bring u to tears 
1022127530923442177,MamaMia2 just wow 
1022225805114572803,Just saw mamamia2 and it was  good I will be blaring Abba for the next month and daydreaming about trips to Greece
1022502371228672001,Storyline made as a throwback of the first sequel but everything seems to be surreal MamaMia2
1021690146108977153,omid9 Loved your post-credits apperance in MamaMia2  Hilarious 
1022432897729474561,Loving life watching MamaMia2 cher
1021872418770628608,So just out of seeing MamaMia2 the film was awesome and at the end of the film everyone was on their feet cheering…
1021903660798943233, _oli01_: if my future boyfriend doesn’t sing waterloo to me in a restaurant full of people or sing to me on a boat i don’t want him tha…
1021860303414480896,New Mamma Mia is actually so so good MamaMia2
1022613439141867521,Just been to the cinema watched Mama Mia 2 it is fantastic far better than the first movie enjoyed it soo much and…
1020381788278059009,So I saw MamaMia2 today and omfg I was not prepared for those feels Great job by the cast and crew you guys blew my mind :D
1022230462918524936, is_quin: The last 5 minutes of MamaMia2 deserves an Oscar
1021861509960486912, hhgarcia41: Wow Thank you China &amp; thank you world In our 2nd week out our skyscrapermovie is not only the 1 movie on the planet be…
1022131933285953536,Mama Mia 2 was absolutely delightful Anyone who says otherwise is a joyless monster MamaMia2
1021894983824154624,I will also say that upon watching MamaMia2  I have realized how much I love lilyjames - like I knew the moment…
1022199835108298752,I love when cher comes waltzing back into our lives So talented beautiful and outspoken With an amazing career…
1022204291774406657,Well I just sobbed my heart out during mama Mia 2  but what a movie MamaMia2
1022213944415584256, is_quin: The last 5 minutes of MamaMia2 deserves an Oscar
1022206742506217472,Obsessed with the MamaMia2  soundtrack
1022571386211057664,wow yes thank you for making me sob in the middle of a packed cinema MamaMia2
1021859019496071169,Loved MamaMia2  had a little singalong  
1021894247258226690,Let me just say MamaMia2 is something I really needed right now I have been stressed as hell and I needed some fun escapism
1021866316611964928, serenceinwyn: MagicMagid showroomcinema Got a paypal review in my favour so now I'm off to MamaMia2 with random strangers and the Ma…
1022226452228571153,It was everything Go see it and have the time of your life MamaMia2 mamamiachallenge
1022148591790563328, hhgarcia41: Wow Thank you China &amp; thank you world In our 2nd week out our skyscrapermovie is not only the 1 movie on the planet be…
1022833197933948928,mamamia2 is sooooo gooooooood
1021848658709499904,My Nan asking  'is there an interval half way through' whilst we was watching MamaMia2  just love her 
1022131579169263616,Don’t see MamaMia2 unless you want ABBA stuck in your head all week
1022063452137971712,MamaMia2 So good
1022218117731295233,emmafreud Unexpected item in the bagging area MamaMia2
1022193607602778113,Just saw mamamia2 and OH MY it was SO good I will be blaring Abba for the next month and daydreaming about trips to Greece
1021910754004557825,We don’t spend enough time talking about how Tom Hanks and Rita Wilson executive produced MamaMia2
1022107954017980416,My only question with Mama Mia is how did the American girl be able to go to school in England able to live in Gre…
1022831011569262592, gxsanti: if you didn't fall for lily james then you're not human MamaMia2
1021742733583679488,MamaMia2 Great movie feel good factor It is the holidays
1022106671521382402,Well I absolutely loved MamaMia2 what a lovely feel good movie although I did cry at the end ABBA
1022666956988604417,YES cher killing the game in MamaMia2 ilovecher
1022411311924367361, is_quin: The last 5 minutes of MamaMia2 deserves an Oscar
1021759260273926145,Sometimes you want life to be as colorful  and cheesy as MamaMia2
1021864099481886720,ColleenRussell2 russellcrowe It is such a good film and so sad - beautifully played by russellcrowe and…
1021875612183666690,Just saw mamamia2 and it was as even more cringey and cheeseball-y than I could have ever imagined LOVE IT 
1021664008430964737,Such a beautiful movie that met my expectatives and so much more Cried like 3 times during the movie and I left…
1021693255178571778,I’m definitely watching MamaMia2 again
1021856705657876480,MamaMia2 has got me dancing round the house to ABBA 
1022342947830947840,I thought I liked the 1st one but after seeing this sequel I think I like this 2nd even better The right choice o…
1022143613650853888,Absolutely loved everything about MamaMia2 and would want to go see it again 
1022689247470350337,Do yourself a favour and stay until the end of the credits MamaMia2
1022674739477733376,MamaMia2  was such an incredible movie/film I totally recommend seeing it with your friends
1021853000820826112,MamaMia2 was abso amazing  luv ABBA so much
1022618226897838081,MamaMia2 was a feel good movie tried to control myself to sing along and i just lipsynched until the Fernando scene 
1021790599442321409,On my way to go see MamaMia2 I'm so excited 
1022208441987817474,KamilleMccollum and I might have laughed the loudest and cried the most at Mamamia2 but sooooo good…
1022228511380131842,MamaMia2 was amazing 
1022206532841172993,Trying to decide if I go see MamaMia2  again after work or go home and actually be productive and empty boxes
1021896271529893889,If you want to enjoy a sweet fun and loving movie this is the one mamamia2 mamamia abba music  New Haven Con…
1021866800273924104,MamaMia2  was the best thing i’ve ever seen omg
1022452639605420033, Krusty101: Tonight more than ever l wished real life included spontaneous singing and dancing MamaMia2
1022702319765348352, briagenn: Saw MamaMia2 and now I’m questioning all my life decisions and wondering why I don’t live in Greece
1022674642023194625,So MamaMia2 was amazing 
1022196824252276736,cher U r very beautiful and an Awsome actress in MaMaMia2
1021865523066400773,Best film i ever watched MamaMia2
1022558582217342977,MamaMia2 was so good omg
1022152386989703168,all im sayin is mamamia2 is cute as hell and i think i fell in love with lily james last night
1021868731633475584,Such a rollercoaster of emotions watching MamaMia2 last night with my female relatives Absolutely loved the film
1021887539731472384,Mama Mia 2 is Wonderful Go see MamaMia2 feelgood
1022860107808497664,JaneEllen_ FayeRita1536 Oh my I LOVE mamamia2 sooooo much  Enjoy
1022853326671675392,Just seen MamaMia2 and not to exaggerate but it was the best 2 hours of my life 
1022210275720798209,MamaMia2 was so good 
1022127211393044480,Mamamia2 Mamamia Movie Excellent Movie Music  Dance and Love   worth it 
1022178828737818636,i’m still fangirling over MamaMia2 and i’m not even sorry 
1021686497496322048,Btw MamaMia2 has the best wardrobe styling 
